Ref,x,y,Connectivity,Isovist Area,Isovist Compactness,Isovist Drift Angle,Isovist Drift Magnitude,Isovist Max Radial,Isovist Min Radial,Isovist Occlusivity,Isovist Perimeter,Point First Moment,Point Second Moment
5832749,361403.4,10165.2,292,108.57278,0.15750615,326.57693,3.2938595,15.146959,1.9580579,45.516582,93.071487,1571.1833,10769.4
5832750,361403.4,10165.8,337,120.71228,0.10074183,332.02151,3.5509915,18.753519,1.847811,73.797241,122.70881,2083.3967,16957.439
5832751,361403.4,10166.4,372,143.51228,0.051148832,222.71001,1.231349,37.796497,1.5188805,134.32185,187.77234,2766.126,31759.561
5832752,361403.4,10167,469,190.79691,0.073046602,178.55916,6.2004395,36.573074,1.3854927,120.48938,181.1718,4883.0405,86075.641
5832753,361403.4,10167.6,472,184.48318,0.072648041,191.01549,6.3462477,35.461082,1.4590945,119.35502,178.63698,5692.7847,111658.68
5832754,361403.4,10168.2,296,110.38149,0.12455629,297.008,5.5734301,17.338869,0.86179906,55.763992,105.52861,2120.5454,18848.881
5832756,361403.4,10169.4,461,170.28508,0.2902675,67.372467,8.7612791,18.929914,0.09818431,40.126488,85.860619,4373.3486,49178.52
5832757,361403.4,10170,486,178.03671,0.29099199,64.20977,8.0077009,18.408522,0.69817603,38.738132,87.683769,4318.9419,46096.559
5832758,361403.4,10170.6,490,180.07179,0.29263678,61.919949,7.4161644,17.892773,1.2981677,37.472443,87.93531,4140.0835,42380.281
5832759,361403.4,10171.2,495,182.65396,0.24145959,58.959183,6.8093581,17.383265,1.8981594,44.507477,97.498344,3969.3474,38737.078
5832760,361403.4,10171.8,508,186.91464,0.2435609,54.686848,6.1523557,16.88068,2.2644777,43.289124,98.20256,3896.9761,36351.359
5832761,361403.4,10172.4,514,188.69388,0.24696393,50.620434,5.6014056,16.385801,2.264209,41.896854,97.986687,3784.2202,33889.68
5832762,361403.4,10173,511,188.91472,0.23977427,46.585369,5.1265321,15.899525,2.2639403,42.816696,99.503082,3607.7629,30955.68
5832763,361403.4,10173.6,516,188.7507,0.24185264,41.924904,4.6932707,15.422887,2.2636716,42.026917,99.031601,3527.2727,29194.561
5832764,361403.4,10174.2,513,188.41318,0.24235466,36.434231,4.3020716,14.957087,2.2634029,41.666489,98.840492,3392.1917,27093.24
5832765,361403.4,10174.8,511,188.00581,0.24093807,29.967911,3.9565535,15.000129,2.2631342,41.770279,99.023407,3283.2246,25364.52
5832766,361403.4,10175.4,503,187.44081,0.30561817,22.187101,3.6796048,14.063851,2.2985606,30.118347,87.790482,3148.9331,23514.84
5832767,361403.4,10176,504,187.17079,0.30450708,12.702096,3.488466,13.640001,2.263046,30.101574,87.887131,3139.95,23247.721
5832768,361403.4,10176.6,502,186.52635,0.30063766,2.4547205,3.411649,13.234293,2.263046,30.766428,88.2985,3112.1692,22869.721
5832769,361403.4,10177.2,499,185.94318,0.27673674,352.06638,3.4510257,14.58108,2.263046,34.632629,91.888603,3098.7791,22801.32
5832770,361403.4,10177.8,499,185.49142,0.26945513,342.21664,3.6097162,14.806877,2.263046,36.057365,93.008705,3132.7002,23358.961
5832771,361403.4,10178.4,499,184.95308,0.26124039,333.3707,3.8618836,15.082192,2.263046,37.738846,94.322556,3191.3687,24442.561
5832772,361403.4,10179,498,184.5071,0.2672849,325.85593,4.191968,15.404259,2.263046,36.874825,93.137436,3251.2937,25612.561
5832773,361403.4,10179.6,497,185.04543,0.20848496,318.43683,4.5572824,17.910494,2.263046,49.726917,105.61041,3330.3225,27136.801
5832774,361403.4,10180.2,494,183.20316,0.20169526,314.08368,4.9744277,18.444201,2.263046,51.623489,106.83746,3405.3037,28771.92
5832775,361403.4,10180.8,492,182.04807,0.23865409,309.54544,5.4059944,16.277296,2.263046,42.837749,97.906952,3497.0857,30576.6
5832776,361403.4,10181.4,511,189.14523,0.14046948,311.1416,5.4034686,20.386961,2.2366593,74.296783,130.08034,3896.3372,36965.16
5832777,361403.4,10182,533,198.62236,0.1637962,312.4931,5.4660516,17.671745,1.7651803,65.252907,123.44318,4255.5806,41851.078
5832778,361403.4,10182.6,537,203.18741,0.14579204,310.37204,5.8167853,19.032608,1.396094,72.732758,132.33856,4397.9355,44302.32
5832779,361403.4,10183.2,547,207.23769,0.11695076,307.16101,6.2857499,20.405743,1.2256813,85.652657,149.22369,4555.563,46697.039
5832780,361403.4,10183.8,503,195.26527,0.10099164,301.94623,6.9468718,21.789202,1.2889392,95.810776,155.87437,4440.7041,48063.238
5832781,361403.4,10184.4,450,169.09093,0.15365921,293.82281,8.0375328,17.99474,0.80591565,62.956314,117.59417,4208.5015,48140.281
5832782,361403.4,10185,385,143.59843,0.27020627,286.28748,8.7862463,18.478689,0.35650671,33.725342,81.720695,3754.8459,44694.359
5832792,361403.4,10191,410,197.21774,0.099342041,22.852808,4.9031043,27.824619,2.1102395,99.882568,157.94701,2706.7295,22250.16
5832793,361403.4,10191.6,401,193.29916,0.1004259,15.703464,4.6837935,26.681753,2.110544,98.918343,155.52386,2580.8652,20958.84
5832794,361403.4,10192.2,385,188.85263,0.094541371,8.146903,4.5389886,25.568943,2.1116343,103.39967,158.4366,2408.4197,19121.039
5832795,361403.4,10192.8,378,185.38158,0.09353175,0.13151984,4.4651179,24.492928,2.1139586,103.52551,157.81879,2355.9509,18847.08
5832796,361403.4,10193.4,370,182.31773,0.091791973,352.01501,4.4624281,23.461662,2.1162827,104.24782,157.98543,2267.1016,17789.039
5832797,361403.4,10194,362,179.6933,0.095289625,344.13748,4.5444531,22.484455,2.1186068,100.54092,153.93878,2216.6338,17409.24
5832798,361403.4,10194.6,357,177.47932,0.094223969,336.96094,4.7180667,21.572084,2.1209311,100.91811,153.85022,2227.9963,17868.6
5832799,361403.4,10195.2,350,175.41849,0.093623847,330.47562,4.9221869,20.978687,2.1232553,100.16829,153.44382,2207.9346,17764.199
5832800,361403.4,10195.8,356,174.57356,0.11584051,323.96353,5.1305504,19.992472,2.1255794,83.292183,137.61441,2326.1143,19285.561
5832801,361403.4,10196.4,358,174.31126,0.11747152,317.79114,5.3775177,19.353825,2.1279037,81.401733,136.55304,2397.9949,20186.641
5832802,361403.4,10197,415,265.56573,0.064194091,197.56775,7.4919767,49.902721,2.1317651,163.88161,228.0045,4476.7949,101756.88
5832803,361403.4,10197.6,450,268.90164,0.088071845,203.2317,8.5020542,49.87669,1.5345513,131.49065,195.87686,5851.3267,152288.64
5832811,361403.4,10202.4,723,539.57892,0.018035498,146.31143,8.524044,52.183132,3.0142944,507.48404,613.15228,9370.2158,191237.77
5832812,361403.4,10203,723,549.80267,0.022539424,157.26141,9.2839851,50.42738,3.6142924,450.87686,553.6521,10203.04,254262.59
5832813,361403.4,10203.6,670,524.73438,0.022884348,153.34062,7.3704176,50.559574,4.2142901,438.16815,536.79126,7727.7119,148384.44
5832814,361403.4,10204.2,662,525.95038,0.024257952,159.85477,7.0077767,50.557102,4.8142881,423.56516,521.97565,7331.793,143793.72
5832815,361403.4,10204.8,670,525.47687,0.023010341,166.45253,6.9627051,50.861629,5.3997016,435.68878,535.69824,7563.2021,162981.72
5832816,361403.4,10205.4,647,492.20364,0.023812091,164.52817,5.3500209,43.413006,5.3873429,410.04108,509.65768,6094.8179,95907.242
5832817,361403.4,10206,656,484.34375,0.019783381,172.48337,5.5000663,44.054363,5.331985,453.8302,554.66595,6113.377,97962.477
5832818,361403.4,10206.6,659,481.48886,0.022565659,176.99734,5.9662695,50.283237,5.2998657,423.71378,517.81433,5995.6279,94892.398
5832819,361403.4,10207.2,681,491.10376,0.023532502,185.47699,6.6882401,50.449936,5.1837583,421.69675,512.10321,6937.4565,133802.64
5832820,361403.4,10207.8,652,461.70428,0.031843834,191.2343,5.4349093,44.51796,5.1140475,340.00146,426.84894,5651.9302,85283.641
5832821,361403.4,10208.4,654,458.90723,0.01842615,198.77779,5.8518701,51.95866,5.0500255,474.25714,559.43555,5665.0869,90826.203
5832822,361403.4,10209,652,464.25049,0.014281811,203.22505,6.7416434,52.300278,4.9860029,555.8703,639.13037,5600.7012,87842.156
5832823,361403.4,10209.6,676,474.20755,0.018347923,207.8042,8.0313244,49.792442,4.9219809,488.74481,569.89612,6582.687,126717.84
5832824,361403.4,10210.2,674,475.21255,0.018260377,211.02409,8.745924,51.194485,4.8579588,490.85593,571.86566,6925.2437,146724.12
5832825,361403.4,10210.8,651,456.53,0.025223888,214.09795,8.3390083,46.273151,4.7939367,396.86423,476.90686,6083.9502,112631.4
5832826,361403.4,10211.4,646,452.80573,0.019444283,217.53368,8.826396,51.122917,4.7299142,461.008,540.95972,5965.4907,107666.28
5832827,361403.4,10212,649,445.85965,0.023956016,220.46758,9.4597025,52.598042,4.6658921,404.07407,483.6116,6441.9243,130996.08
5832828,361403.4,10212.6,640,434.11514,0.018564992,222.31392,9.2681389,53.531109,4.6018701,462.68079,542.07581,6062.2925,109013.04
5832829,361403.4,10213.2,627,424.20532,0.019925632,224.2865,9.2363071,52.717545,4.537848,436.94949,517.23383,5771.4995,95483.523
5832830,361403.4,10213.8,629,423.70776,0.023292949,226.64915,10.039011,54.286579,4.4738255,398.00821,478.10788,6110.3076,110457.72
5832831,361403.4,10214.4,628,411.95636,0.026224988,228.33156,9.5831013,55.195251,4.4098034,365.91861,444.29651,6033.8735,98471.523
5832832,361403.4,10215,626,404.51675,0.028447049,229.9232,9.3210115,49.246746,3.9027984,345.4133,422.72174,5994.646,87519.961
5832843,361403.4,10221.6,402,338.94238,0.030092666,158.38727,5.1741228,33.928398,1.5583389,283.75037,376.21625,5046.4316,88327.797
5832844,361403.4,10222.2,440,369.29898,0.032845203,174.9604,4.6371179,34.11198,1.5251068,285.22534,375.8876,5789.0977,104343.84
5832845,361403.4,10222.8,450,381.06213,0.031185975,199.5491,5.879375,47.460148,1.4175948,300.9465,391.853,6386.8037,124557.12
5832846,361403.4,10223.4,412,343.38998,0.026256399,197.66222,8.2375126,48.216297,1.3550149,317.18771,405.39758,6518.4072,142556.05
5832847,361403.4,10224,389,327.13947,0.017448971,197.345,10.389956,55.561821,1.2924351,400.25409,485.38513,6666.1396,153441.72
5832848,361403.4,10224.6,436,346.53012,0.012004128,202.43036,10.543022,55.739693,1.2298551,515.84656,602.2962,7585.2427,179259.84
5832849,361403.4,10225.2,508,365.99875,0.012149765,204.65172,9.6132545,57.060635,1.1672752,524.57361,615.263,8859.7148,208217.88
5832850,361403.4,10225.8,533,375.27988,0.012613854,210.50691,9.2172041,58.536736,1.1046953,518.1778,611.44678,8702.2705,190331.64
5832851,361403.4,10226.4,523,369.60748,0.020504028,219.67023,9.6711016,57.275223,1.0883892,399.33423,475.94385,8493.1758,197103.59
5832852,361403.4,10227,498,371.52979,0.019125743,233.75648,9.1036024,57.996311,0.9705742,418.65128,494.07468,7968.6396,183495.59
5832853,361403.4,10227.6,372,291.27792,0.027671991,261.9982,7.6927557,58.306725,0.90616786,295.18649,363.69598,4932.6836,82894.68
5832854,361403.4,10228.2,316,221.92067,0.047506142,246.937,8.1247654,30.135916,0.84176153,183.33119,242.28633,4356.8384,74687.039
5832855,361403.4,10228.8,275,201.2576,0.049769383,243.43556,8.8402777,30.709639,0.77735513,170.8904,225.42389,3975.8425,71480.523
5832856,361403.4,10229.4,275,198.1268,0.031077061,244.76953,10.030319,60.023655,0.7129488,230.15639,283.04572,4172.7256,79724.523
5832857,361403.4,10230,278,209.16373,0.026013823,245.38489,12.84791,60.34803,0.64854246,266.05673,317.86743,4670.1265,107273.16
5832858,361403.4,10230.6,286,214.81482,0.031193301,245.75592,14.646085,60.687901,0.58413613,243.49014,294.17542,5162.6699,131830.56
5832859,361403.4,10231.2,276,205.48824,0.029548872,247.85284,14.168832,60.765503,0.51972973,245.61461,295.61603,4976.916,125143.92
5832860,361403.4,10231.8,251,184.66731,0.051121224,252.09065,11.956205,52.507465,0.4553234,163.95181,213.05873,4140.2476,86666.758
5832861,361403.4,10232.4,248,181.91687,0.051346939,253.18529,12.414688,53.103539,0.39091706,162.47401,211.00082,4204.7271,90865.078
5832862,361403.4,10233,240,179.80771,0.050198231,254.07964,12.735232,53.653934,0.3265107,164.07549,212.16068,4088.2139,88469.641
5832863,361403.4,10233.6,243,178.9816,0.057174832,254.787,13.053243,54.163094,0.26210433,150.51186,198.33835,4243.4668,95083.203
5832864,361403.4,10234.2,245,179.39359,0.057257883,255.38161,13.445091,54.677177,0.197698,150.48308,198.42242,4346.3198,99325.438
5832865,361403.4,10234.8,245,179.61136,0.055408314,255.97711,13.909887,55.19582,0.13329165,153.81082,201.82936,4389.7671,101884.32
5832866,361403.4,10235.4,247,180.20189,0.055215888,256.4787,14.357356,55.718693,0.068885289,154.5603,202.51285,4497.6694,106448.04
5832867,361403.4,10236,251,181.4277,0.054256313,256.85748,14.772435,56.243061,0.0044789407,158.39613,204.98949,4583.1943,109467.72
5832871,361403.4,10238.4,402,165.26385,0.16019699,64.262634,6.4829764,17.936676,0.045568988,56.209194,113.85882,3077.8494,28803.961
5832872,361403.4,10239,399,169.63988,0.13443096,61.967232,5.6631932,17.311815,0.63803816,66.397179,125.92712,2880.1973,25830
5832873,361403.4,10239.6,401,174.02089,0.12717511,58.363209,4.8015456,16.656441,1.2305074,69.941719,131.13075,2752.2195,23727.961
5832874,361403.4,10240.2,399,177.20454,0.12099629,52.888123,4.013721,16.052446,1.8229766,73.367622,135.66142,2603.647,21541.32
5832875,361403.4,10240.8,413,189.78104,0.061650421,17.447868,1.9603055,42.337364,2.4154458,133.27448,196.68141,2978.6504,35444.879
5832876,361403.4,10241.4,430,201.94751,0.065570518,310.86536,2.2122869,42.924129,3.007915,134.20639,196.72968,3410.1104,50776.199
5832877,361403.4,10242,434,206.1265,0.046648923,296.43417,3.0601509,43.489887,3.600384,174.02652,235.64108,3513.0996,56296.801
5832878,361403.4,10242.6,454,216.94049,0.04906071,282.89951,4.9204388,44.040718,3.4853559,174.65364,235.72646,4079.8398,75945.242
5832879,361403.4,10243.2,460,224.44806,0.050952613,278.54947,6.4153543,44.596035,2.8853559,172.99823,235.27708,4473.6396,92826
5832880,361403.4,10243.8,473,229.4352,0.05288621,276.60867,7.6657262,45.155285,2.285356,171.93956,233.48755,4818.8438,104078.88
5832881,361403.4,10244.4,476,232.32172,0.054757532,275.50714,8.7781172,45.71801,1.6853564,170.08325,230.9021,5087.1777,115062.48
5832882,361403.4,10245,463,226.72418,0.05069967,276.63925,8.9926605,46.217842,1.0853568,176.91176,237.05618,4741.9019,103598.64
5832883,361403.4,10245.6,450,221.01221,0.082299769,275.66101,9.8447866,46.566216,0.48535863,125.98515,183.70195,4765.9014,106972.2
5832885,361403.4,10246.8,343,173.89003,0.059840824,272.75491,12.08745,47.744793,0.44813561,146.32487,191.09244,4286.376,109627.56
5832886,361403.4,10247.4,373,188.38689,0.072313555,274.58606,12.429887,48.334934,0.28623751,133.09532,180.9341,4717.6479,118352.52
5832887,361403.4,10248,216,116.42956,0.05895482,263.40802,18.658365,48.925587,0.17999749,127.9418,157.53494,3525.1602,110558.52
5832888,361403.4,10248.6,181,99.425804,0.065865546,263.22882,20.276981,49.496666,0.10162124,112.0974,137.72897,3234.7109,107330.76
5832889,361403.4,10249.2,165,92.605095,0.064895585,263.68515,20.630405,50.069855,0.023244994,110.21151,133.91055,2935.8857,98072.641
5832893,361403.4,10251.6,102,43.344025,0.13495155,304.97998,6.6866946,14.372069,0.050260004,44.070488,63.530258,720.1394,6798.6001
5832894,361403.4,10252.2,102,43.263466,0.17143872,301.87061,7.2830009,14.611835,0.12863626,37.313847,56.31332,777.55011,7747.5601
5832895,361403.4,10252.8,48,24.759983,0.35764524,22.016321,3.283433,9.628047,0.16670036,0.59132212,29.495373,134.67319,488.88
5832896,361403.4,10253.4,48,24.887421,0.34348452,11.615497,3.0882196,9.4489298,0.76113886,0.82512754,30.174583,126.99265,448.92001
5832897,361403.4,10254,48,24.99106,0.33048129,0.25372404,3.0079246,9.3663635,0.54013586,1.1147791,30.826473,127.62276,444.23999
5898265,361404,10153.2,45,16.1842,0.15649985,105.85228,2.5495484,14.124453,0.58615679,21.198545,36.04903,136.68625,681.84003
5898266,361404,10153.8,50,17.737347,0.16721697,99.413925,2.5306919,13.678288,0.62334222,21.406828,36.509769,169.63843,1096.92
5898267,361404,10154.4,59,20.816488,0.18651977,87.49086,2.9071853,13.405585,0.62229216,21.828382,37.449516,242.6881,1899.36
5898268,361404,10155,87,32.168579,0.20355053,69.309204,5.2871113,15.978298,0.62124205,27.341278,44.56406,530.40967,5252.3999
5898269,361404,10155.6,108,39.109417,0.22985034,59.394707,5.1268477,15.6549,0.62019199,25.852587,46.240555,657.88062,6212.1602
5898270,361404,10156.2,105,37.561878,0.19805084,5.1873713,2.8844078,13.325037,0.62445921,23.377542,48.819153,467.44281,3229.5601
5898271,361404,10156.8,96,35.670677,0.21686009,342.39822,3.1901333,13.34709,0.34460223,19.527706,45.464329,415.54907,2784.6001
5898272,361404,10157.4,170,64.884735,0.070250332,136.06537,10.211528,39.323017,0.13539778,81.417114,107.73381,1831.4521,38407.68
5898273,361404,10158,155,58.122353,0.064049244,131.08,7.2537136,38.274071,0.64869118,80.31852,106.78728,1189.9868,18545.4
5898274,361404,10158.6,139,48.983356,0.13302346,110.83907,4.399868,22.866894,0.64869118,41.08968,68.02446,687.62726,4387.6802
5898275,361404,10159.2,134,48.379715,0.13993935,110.70413,4.0686302,21.67202,0.64869118,37.88467,65.912331,611.69269,3645.3601
5898276,361404,10159.8,132,47.744892,0.14602688,109.65739,3.77353,20.483047,0.64869118,36.383869,64.099113,569.05627,3346.2
5898277,361404,10160.4,131,47.327766,0.15533809,107.6591,3.470129,19.232815,0.64869118,34.62566,61.876244,550.26532,3313.8
5898278,361404,10161,136,49.062363,0.18388487,106.25744,3.055016,17.924065,0.64869118,30.623936,57.903679,543.34985,3009.6001
5898279,361404,10161.6,166,59.941261,0.17417273,87.864723,2.8083031,16.628994,0.64869118,35.409523,65.762421,711.8136,4124.52
5898280,361404,10162.2,230,84.840477,0.21146649,52.034092,2.8059464,15.351332,0.65111917,33.57497,71.004471,1062.4703,6301.0801
5898281,361404,10162.8,249,91.788155,0.20778681,36.501251,2.3106539,14.0961,0.92269683,33.492542,74.505661,1112.127,6262.5601
5898282,361404,10163.4,279,102.15193,0.16129206,3.2949357,2.1153944,13.54085,1.4137832,44.632252,89.211678,1329.988,8137.7998
5898283,361404,10164,292,107.40948,0.16276622,341.16461,2.2687738,13.892925,1.9662645,44.395252,91.063454,1425.7043,8829.3604
5898284,361404,10164.6,298,110.63658,0.16317874,326.02066,2.6035964,14.247636,2.5403955,44.420696,92.304428,1497.9622,9526.6797
5898285,361404,10165.2,309,113.06303,0.16916296,315.68216,3.0359876,14.642752,1.9848043,42.880592,91.645805,1628.0092,10821.6
5898286,361404,10165.8,316,114.88718,0.17100012,308.01517,3.5182285,15.069455,1.4532859,43.359222,91.884552,1751.3888,12189.96
5898287,361404,10166.4,447,181.94803,0.063833073,171.9073,5.4403481,37.340683,1.0023135,133.33733,189.25864,4090.54,60199.199
5898288,361404,10167,480,191.27277,0.077540234,182.0345,6.2618027,36.926991,0.78563654,117.49089,176.06294,5052.6201,91868.039
5898289,361404,10167.6,415,158.59448,0.063642681,204.98079,5.1734443,35.558979,0.90895826,119.84583,176.95985,4534.8003,83646.719
5898290,361404,10168.2,270,100.52887,0.14737475,287.48099,5.215867,16.984001,0.85864109,45.609093,92.58461,1877.7834,16320.96
5898292,361404,10169.4,457,167.31497,0.27201024,71.822121,8.6052885,18.645643,0.10134232,42.653896,87.918381,4269.2529,47446.559
5898293,361404,10170,490,177.961,0.28265965,68.133667,7.7301602,18.114899,0.701334,39.692528,88.947845,4254.0508,44629.922
5898294,361404,10170.6,491,180.09262,0.28731897,65.941719,7.1083946,17.589231,1.3013257,38.060555,88.750488,4030.7385,40375.441
5898295,361404,10171.2,508,185.18423,0.232848,62.271656,6.3710279,17.069199,1.8586882,46.04797,99.97023,3952.7471,37648.801
5898296,361404,10171.8,516,188.16827,0.23370267,58.562305,5.7263908,16.555433,2.321348,44.875374,100.58803,3832.2905,34909.922
5898297,361404,10172.4,509,188.35715,0.23583691,55.359608,5.2091403,16.048666,2.8359463,43.748676,100.18209,3601.0322,31287.6
5898298,361404,10173,514,187.9426,0.23666422,51.711571,4.732389,15.549733,2.8639402,43.17725,99.896721,3498.2075,29116.801
5898299,361404,10173.6,513,187.36066,0.23639135,47.321735,4.28125,15.059613,2.8636715,42.973526,99.799492,3365.7378,26903.881
5898300,361404,10174.2,510,186.6982,0.23492675,41.994041,3.8643277,14.57944,2.8634028,42.43396,99.932961,3227.313,24706.801
